		Li	Ow	Li	Hw	Li	C00	Li	C01	Li	O02	Li	C03	Li	O04	Li	O05	Li	C06	Li	H07	Li	CBT	Li	F1	Li	SBT	Li	NBT	Li	OBT
187	11.19	0.96034	16.321	0.97238	32.8936	0.962705	8.97632	0.929005	9.20026	0.986896	9.45903	0.934466	9.52409	0.932053	9.33779	0.939202	9.44006	0.973407	9.29922	1.0062	8.94398	0.959834	30.7537	0.98755	92.0583	0.983061	31.0502	1.04304	15.7832	0.996825	61.2876
188	11.25	0.961627	16.5689	0.974555	33.3959	0.96414	9.1198	0.927094	9.33823	0.972048	9.60369	0.921282	9.6612	0.927106	9.47576	0.928487	9.57823	0.969235	9.44346	1.00812	9.094	0.96425	31.2203	0.987757	93.4924	0.984173	31.5265	1.0314	16.0328	0.999612	62.2552
189	11.31	0.963019	16.8197	0.97671	33.9047	0.965863	9.26508	0.924527	9.47729	0.957595	9.74772	0.907153	9.79764	0.923515	9.61467	0.918575	9.7164	0.965075	9.58862	1.01025	9.24596	0.97053	31.6951	0.988852	94.9434	0.986146	32.0089	1.01973	16.2822	1.00281	63.2362
190	11.37	0.964577	17.0736	0.978319	34.4198	0.966254	9.41196	0.925078	9.61791	0.944154	9.89125	0.894034	9.93355	0.918704	9.75432	0.909567	9.85466	0.960166	9.73458	1.01243	9.39986	0.97524	32.1772	0.989652	96.4111	0.988114	32.4973	1.00782	16.5313	1.00586	64.2307
191	11.43	0.966726	17.3308	0.979909	34.9412	0.966542	9.56044	0.926437	9.76023	0.929296	10.034	0.880534	10.0688	0.915052	9.89489	0.902514	9.99331	0.956767	9.88155	1.01397	9.55562	0.980785	32.6671	0.991069	97.8965	0.989752	32.9918	0.996529	16.7802	1.00865	65.2385
192	11.49	0.970314	17.5916	0.980623	35.4684	0.968284	9.71075	0.929235	9.90448	0.915	10.176	0.86797	10.2036	0.912175	10.0365	0.896868	10.1325	0.953426	10.0296	1.0155	9.71327	0.985557	33.1647	0.992406	99.3995	0.99181	33.4925	0.985494	17.029	1.01184	66.2601
193	11.55	0.974186	17.8562	0.98157	36.0017	0.969861	9.86288	0.933408	10.0509	0.902404	10.3176	0.856295	10.3379	0.909044	10.1791	0.893134	10.2726	0.950644	10.1787	1.01743	9.87286	0.989858	33.6696	0.994054	100.921	0.992843	33.999	0.975498	17.2778	1.01481	67.2954
194	11.61	0.979244	18.125	0.982053	36.5407	0.971237	10.0168	0.938506	10.1996	0.891026	10.4588	0.847016	10.4721	0.906228	10.3227	0.89048	10.4138	0.94959	10.3292	1.01737	10.0341	0.991746	34.1808	0.995592	102.46	0.993967	34.5113	0.966044	17.5267	1.01736	68.3442
195	11.67	0.984367	18.398	0.982741	37.0858	0.973931	10.1728	0.944323	10.3509	0.881815	10.6	0.839102	10.6065	0.906502	10.4679	0.890272	10.5563	0.948325	10.4811	1.01875	10.1973	0.993496	34.6982	0.996959	104.018	0.994787	35.0294	0.959029	17.7765	1.02001	69.4066
196	11.73	0.989528	18.6752	0.983625	37.637	0.977239	10.3309	0.950386	10.5046	0.874139	10.7415	0.834811	10.7416	0.905352	10.6144	0.890537	10.7004	0.948776	10.6346	1.01904	10.3621	0.994113	35.2212	0.998109	105.593	0.995468	35.5531	0.952774	18.0271	1.02241	70.4825
197	11.79	0.995684	18.9571	0.984619	38.1943	0.980039	10.4911	0.956179	10.6609	0.868619	10.8834	0.832227	10.8776	0.907133	10.7626	0.892569	10.8463	0.948465	10.7896	1.01969	10.5288	0.994089	35.7496	0.999706	107.187	0.995263	36.0821	0.947611	18.279	1.0243	71.5714
198	11.85	1.00083	19.2432	0.985902	38.7582	0.986266	10.6539	0.962167	10.8198	0.864716	11.0262	0.831805	11.0149	0.910042	10.9129	0.894901	10.9941	0.949149	10.9463	1.01953	10.6971	0.993278	36.283	1.00102	108.8	0.995129	36.6165	0.943839	18.5324	1.02653	72.6738
199	11.91	1.006	19.5338	0.986836	39.3282	0.992585	10.8195	0.967869	10.9812	0.864836	11.1705	0.834161	11.1541	0.914371	11.0654	0.900473	11.1443	0.950278	11.1048	1.01883	10.8671	0.993123	36.8217	1.0022	110.431	0.99424	37.1558	0.939836	18.7872	1.02837	73.7894
200	11.97	1.01018	19.8285	0.988177	39.9048	0.998813	10.9878	0.97162	11.1449	0.864875	11.3162	0.837759	11.2952	0.920655	11.2205	0.905981	11.2969	0.951034	11.265	1.0187	11.0387	0.992851	37.3657	1.00322	112.08	0.993319	37.7	0.937214	19.044	1.02983	74.9179
